OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
216,5165,,Maxella Parkette,Maxella Parkette,Open Access,0.051,0.05117192,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.99145033,-118.4316153,Maxella Ave,Los Angeles,90066,,,No,2229.040039,225.2569805
250,5525,71590,Mount Carmel Park,Mount Carmel Park,Open Access,1.685,1.685303,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,Local Park,33.97591509,-118.2887387,830  70th St,Los Angeles,90044,,(323) 789-2756,No,73411.50586,1084.776906
263,5670,2587,Hollenbeck Park (City of Los Angeles),Hollenbeck Park,Open Access,20.467,20.46725459,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Present - Poor,Present - Poor,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,3,1,2,6,Local Park,34.04003071,-118.2178459,415  Saint Louis St,Los Angeles,90033,,(323) 261-0113,No,891550.043,4826.85228
266,5692,23427,Lincoln Park (City of Los Angeles),Lincoln Park,Open Access,43.253,43.2528364,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Poor,0,4,1,2,0,1,1,1,1,2,1,0,0,1,0,0,3,2,6,10,Local Park,34.06662121,-118.2009429,3501  Valley Blvd,Los Angeles,90031,,(213) 847-1726,No,1884086.011,7942.911241
275,5746,2613,Palms Park (City of Los Angeles),Palms Park,Open Access,2.703,2.70276846,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,1,0,1,0,0,2,2,0,0,0,0,1,0,0,6,1,1,Local Park,34.03358014,-118.4170984,2950  Overland Ave,Los Angeles,90064,,(310) 838-3838,No,117732.124,2484.284534
285,5818,23083,Veterans Memorial Park,Veterans Memorial Park,Open Access,9.729,9.7290282,"Commerce, City of",City,City Agency,http://www.ci.commerce.ca.us/index.aspx?NID=89,"Commerce, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,2,2,0,1,3,0,3,1,1,0,0,1,1,0,1,16,0,0,Local Park,33.97224098,-118.1263522,13000 Sayre St,Los Angeles,90040,,,No,423794.7744,2816.283944
288,5829,23144,Westside Neighborhood Park,Westside Neighborhood Park,Open Access,4.639,4.63909641,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,Local Park,34.03016209,-118.3707528,3085  Clyde Ave,Los Angeles,90016,,(323) 292-6622,No,202078.2363,3719.54522
289,5833,2630,Normandie Playground,Normandie Playground,Open Access,3.267,3.26746579,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,Local Park,34.04464687,-118.2996903,1550  Normandie Ave,Los Angeles,90006,,(323) 737-1181,No,142330.2402,1575.518359
543,6204,,Vermont Parkway (City of Los Angeles),Vermont Parkway,Open Access,4.664,4.66432009,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.02790192,-118.2912794,Los Angeles,Los Angeles,90007,,,No,203176.9707,10416.00432
544,6205,3000075,Helen Keller Park,Helen Keller Park,Open Access,6.985,6.98547434,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,None,Not Reported,0,0,1,1,0,1,1,0,1,2,1,0,0,0,1,0,2,9,1,0,Local Park,33.91785977,-118.2926924,12521 S. Vermont Ave.,Los Angeles,90044,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 241-6702; Pool: (323) 241-6703,Yes,304286.0439,2261.717486
545,6206,3000014,Athens Park,Athens Park,Open Access,18.716,18.71731318,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Not Reported,0,2,1,2,0,1,1,0,4,4,1,0,0,1,1,0,3,2,10,1,Local Park,33.91824642,-118.2795553,12603 S. Broadway,Los Angeles,90061,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 241-6700; Pool: (323) 241-6701,Yes,815322.9033,3783.137336
546,6207,3000174,Chester L Washington Golf Course,Chester L Washington GC,Open Access,125.91,125.913462,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.92009223,-118.3129161,1818 Charlie Sifford Dr.,Los Angeles,90047,,General: (323) 756-6975,Yes,5484768.468,10091.29413
547,6210,,98th Street Parkway,98th Street Parkway,Open Access,15.59,15.59073255,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.94711691,-118.2719565,W 98th St,Los Angeles,90003,,,No,679129.5908,28653.81961
548,6212,2198,Saint Andrews Rec. Center,Saint Andrews Rec. Ctr.,Open Access,8.62,8.6206428,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,3,1,2,0,0,2,0,0,1,0,1,0,0,1,0,0,3,7,1,Local Park,33.95812482,-118.311781,8701  Saint Andrews Pl,Los Angeles,90047,,(213) 485-1751,No,375513.7012,3085.059938
549,6213,73867,Little Green Acres Park,Little Green Acres Park,Open Access,0.23,0.22978547,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.94172562,-118.2912682,Los Angeles,Los Angeles,90044,,,No,10009.41406,403.8228068
550,6214,2164,Algin Sutton Rec. Center,Algin Sutton Rec. Ctr.,Open Access,16.453,16.45356593,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,2,3,2,0,2,0,0,2,1,0,0,1,0,0,0,5,8,2,Local Park,33.95669836,-118.2858161,8800  Hoover St,Los Angeles,90044,,(323) 753-5808,No,716714.4619,3534.729406
551,6216,,Watts Historic Train Station,Watts Historic Train Station,Restricted Access,0.288,0.28785104,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles - Community Redevelopment Agency, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.94294408,-118.2427528,Watts Historic Train Station,Los Angeles,90002,,,No,12538.74023,452.4518087
552,6217,,Metro Blue Line Open Space/Parkway,Metro Blue Line OS/Parkway,Open Access,3.647,3.6466976,"Los Angeles County Metropolitan Transportation Authority, County of",Special District,Transportation Agency,http://www.metro.net,"Los Angeles County Metropolitan Transportation Authority, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.94817823,-118.2431456,7225 Graham Ave,Los Angeles,90002,,,No,158849.5088,7322.743882
553,6218,2692,109th Street Rec. Center,109th Street Rec. Ctr.,Open Access,3.177,3.17678791,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,4,Local Park,33.93631512,-118.2485744,1464  109th St,Los Angeles,90059,,(323) 566-4561,No,138380.3262,1516.396911
554,6220,,Watts Towers Art Center,Watts Towers Art Ctr.,Open Access,0.364,0.36447524,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.93882986,-118.2415341,1727 E 107th St,Los Angeles,90002,,,No,15876.47559,509.7354599
555,6221,,Watts Towers of Simon Rodia State Historic Park,Watts Towers of Simon Rodia SHP,Open Access,0.108,0.10821257,California Department of Parks and Recreation,State,State Agency,http://www.parks.ca.gov/,California Department of Parks and Recreation,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.93873435,-118.2411148,1727 E 107th St,Los Angeles,90002,,,No,4713.720703,356.7573929
556,6222,,Watts Senior Citizen Center and Rose Garden,Watts Senior Citizen Ctr. and Rose Garden,Open Access,1.306,1.30639972,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.94621598,-118.2438455,1657 E Century Blvd,Los Angeles,90002,,,No,56906.54297,971.5897433
557,6223,2588,Jordan Downs Rec. Center,Jordan Downs Rec. Ctr.,Open Access,3.135,3.13555194,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,Local Park,33.94628571,-118.235825,9900  Grape St,Los Angeles,90002,,(213) 485-1835,No,136584.0967,1572.113145
558,6224,3000175,Col. Leon H. Washington Park,Colonel Leon H. Washington Park,Open Access,12.618,12.61853798,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Not Reported,0,2,1,0,0,0,1,0,3,1,1,0,0,1,1,0,5,4,4,7,Local Park,33.95662206,-118.2438128,8908 S. Maie Ave.,Los Angeles,90002,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 586-7205; Pool: (323) 586-7204,Yes,549661.3164,5330.0594
559,6225,3000176,Ted Watkins Memorial Park,Ted Watkins Memorial Park,Open Access,27.67,27.67165777,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Fair,0,4,2,4,1,1,1,2,1,2,1,0,0,1,1,0,8,5,8,6,Local Park,33.94451655,-118.2515442,1335 E. 103rd St.,Los Angeles,90002,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 357-3032; Pool: (323) 357-3179,Yes,1205372.589,4659.849238
560,6226,2171,William Nickerson Rec. Center,William Nickerson Rec. Ctr.,Open Access,4.334,4.33401684,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0,0,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,5,3,Local Park,33.932182,-118.2482126,11251 Compton Ave,Los Angeles,90059,,(323) 566-0155,No,188789.0166,1946.442793
561,6227,73852,Grape Street Pocket Park,Grape Street Pocket Park,Open Access,0.116,0.11597997,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.93813328,-118.2366328,10726  Grape St,Los Angeles,90059,,(213) 785-1835,No,5052.068359,334.7023845
562,6228,2170,Imperial Courts Rec. Center,Imperial Courts Rec. Ctr.,Open Access,2.43,2.42980517,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,Local Park,33.93086086,-118.2323769,2250  114th St,Los Angeles,90059,,(323) 564-1834,No,105841.8906,1314.163504
564,6232,3000029,George Washington Carver Park,George Washington Carver Park,Open Access,7.07777921,7.07777921,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Fair,0,0,2,4,0,0,1,0,1,1,1,0,0,0,1,0,2,1,3,7,Local Park,33.92565061,-118.2504835,1400 E. 118th St.,Los Angeles,90059,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 357-3030; Pool: (323) 357-3030,Yes,308306.8311,2324.139462
565,6233,3000056,Enterprise Park,Enterprise Park,Open Access,10.007,10.00803679,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Fair,Not Reported,0,0,2,1,2,0,0,0,1,1,1,0,0,1,0,0,2,2,7,2,Local Park,33.9137201,-118.2576309,13055 Clovis St.,Los Angeles,90059,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (310) 603-3725; Pool: (310) 603-2334,Yes,435948.3418,2638.857828
596,6284,,Centinela Adobe Park,Centinela Adobe Park,Open Access,1.085,1.08516132,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.96757496,-118.3723514,7634 Midfield Ave,Los Angeles,90045,,,No,47269.43848,1014.653942
606,6301,23209,Norman O. Houston Park,Norman O. Houston Park,Open Access,9.522,9.52207792,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,4,2,0,Local Park,33.9991948,-118.3574803,4800  La Brea Ave,Los Angeles,90008,,(323) 291-5928,No,414780.0479,2962.105487
607,6302,2210,Jim Gilliam Rec. Center,Jim Gilliam Rec. Ctr.,Open Access,17.619,17.61944627,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0,4,2,1,0,0,0,0,0,2,0,0,0,1,0,1,0,7,2,2,Local Park,34.01261976,-118.3531593,4000  La Brea Ave,Los Angeles,90008,,(323) 291-5928,No,767500.0078,5947.295877
639,6349,22971,Sullivan Canyon Park,Sullivan Canyon Park,Open Access,21.884,21.88332328,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.07167238,-118.5091911,Sullivan Canyon Road,Los Angeles,90049,,,No,953233.749,4556.651674
649,6360,,Westridge-Canyonback Wilderness Park,Westridge-Canyonback Wilderness Park,Open Access,1629.65,1629.60474,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.11080291,-118.5099432,17500 Mulholland Dr,Los Angeles,90049,,,No,70985298.53,109065.9531
652,6365,73881,San Vicente Mountain Park,San Vicente Mtn. Park,Open Access,6.353,6.35295142,"Los Angeles, City of",City,City Agency,http://lacity.org/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.12832888,-118.5132603,17500 Mulholland Dr,Los Angeles,90049,,,No,276733.459,2535.638038
654,6367,,Encino Reservoir - Federal,Encino Reservoir - Federal,No Public Access,1.47,1.47034732,Other Federal,Federal,Federal Agency, ,Other Federal,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.12969461,-118.5138049,Encino Reservoir,Los Angeles,90049,,,No,64048.0752,1155.961571
655,6368,,Mission Canyon Open Space,Mission Canyon OS,Open Access,479.94,479.9253078,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.12032289,-118.4908084,8260 Mulholland Drive,Los Angeles,90049,,,No,20905462.78,37728.96211
656,6369,,Getty View Park & Trailhead,Getty View Park & Trailhead,Open Access,180.059,180.0546004,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.09891374,-118.473559,1399 Casiano Rd,Los Angeles,90049,,,No,7843147.035,19646.68159
657,6370,,Sepulveda Pass Open Space,Sepulveda Pass OS,Open Access,152.921,152.9164442,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Santa Monica Mountains Conservancy,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.11879519,-118.4748695,457 N Fairfax Ave,Los Angeles,90077,,,No,6661013.66,22518.69488
658,6371,,Westridge-Canyonback Wilderness Park of LA,Westridge-Canyonback Wilderness Park of LA,Open Access,20.374,20.37368998,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.11849741,-118.5079202,17500 Mulholland Dr,Los Angeles,90049,,,No,887474.3867,16107.70016
659,6372,73937,The Groves Overlook,The Groves Overlook,Open Access,0.208,0.20757357,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.13147774,-118.4910733,16501 Mulholland Dr,Los Angeles,90049,,,No,9041.870117,469.0103754
660,6375,,Mandeville East Open Space,Mandeville East OS,Open Access,4.15,4.14957956,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Neighborhood Park,Park < 5 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.10186266,-118.5017916,457 N Fairfax Ave,Los Angeles,90049,,,No,180754.959,3292.739007
661,6376,73918,Mandeville Open Space,Mandeville OS,Open Access,134.801,134.7985621,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.08655501,-118.5088401,457 N Fairfax Ave,Los Angeles,90049,,,No,5871801.872,17787.04095
662,6377,,Hilton Open Space,Hilton OS,Open Access,135.768,135.765245,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.08867695,-118.499683,5711 W Century Blvd,Los Angeles,90049,,,No,5913910.411,16961.98737
663,6378,,Sullivan Canyon Creek & Dam,Sullivan Canyon Creek & Dam,No Public Access,10.687,10.68676343,"Los Angeles - Flood Control District, County of",Special District,Flood District,http://dpw.lacounty.gov/lacfcd/,"Los Angeles - Flood Control District, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.07477724,-118.5093789,,Los Angeles,90049,,,No,465513.5518,4720.029604
664,6379,,Unnamed site - Santa Monica Mountains Conservancy, ,Open Access,26.122,26.12203851,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.08084986,-118.4851022,,Los Angeles,90049,,,No,1137871.441,10936.03298
665,6381,,Kenter Canyon Open Space of LA,Kenter Canyon OS of LA,Open Access,0.382,0.38232003,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.08375582,-118.4855172,645 N Kenter Ave,Los Angeles,90049,,,No,16653.79297,606.1165826
666,6383,,Mandeville Canyon Open Space,Mandeville Canyon OS,Open Access,0.919,0.91852957,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.09564899,-118.5038707,Los Angeles,Los Angeles,90049,,,No,40010.9873,2255.846638
667,6384,2168,Crestwood Hills Park,Crestwood Hills Park,Open Access,15.951,15.95075174,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,2,1,3,Local Park,34.07770126,-118.4882702,1000  Hanley Ave,Los Angeles,90049,,(310) 472-5233,No,694811.9756,8199.119065
668,6390,,Beverly Glen East Open Space,Beverly Glen East OS,Open Access,0.116,0.11569593,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.10606723,-118.4431318,Sherman Oaks,Los Angeles,90077,,,No,5039.696289,297.516536
669,6391,,Unnamed site - Mountains Recreation and Conservation Authority, ,Open Access,0.059,0.05909518,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.09316712,-118.4387314,570 W Ave 26 #100,Los Angeles,90077,,,No,2574.174805,295.2097906
670,6392,,Stone Canyon Reservoir & Watershed,Stone Canyon Reservoir & Watershed,No Public Access,747.686,747.6639662,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.11685014,-118.4555939,Stone Canyon Reservoir,Los Angeles,90077,,,No,32568112.1,147435.8261
671,6393,,Hilton Open Space,Hilton OS,Open Access,67.59,67.58806018,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Santa Monica Mountains Conservancy,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.10169866,-118.4988434,5711 W Century Blvd,Los Angeles,90049,,,No,2944124.123,9781.04915
672,6394,73827,Beverly Glen Park,Beverly Glen Park,Open Access,95.469,95.46580204,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.11326229,-118.4422268,2448 Angelo Dr,Los Angeles,90077,,,No,4158473.705,15114.20899
677,6402,73828,Briarwood Park,Briarwood Park,Open Access,10.722,10.72151233,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,Local Park,34.12017317,-118.4445924,461  Almaden Ct,Los Angeles,90077,,(310) 840-2186,No,467027.2051,3591.021139
966,6859,,Rainbow Canyon Park,Rainbow Canyon Park,Open Access,4.749,4.74932252,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.09962879,-118.2119563,2000 N Fuller Ave,Los Angeles,90065,,,No,206879.6699,4645.183956
